2019-10-24 01:44:02,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-24 00:55:00,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family... #JetBlue #Boston #UnitedStates \n\nhttps://t.co/yaumiMCJLV'"
2019-10-23 22:56:40,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 22:55:00,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family.. #JetBlue #Boston #UnitedStates \n\nhttps://t.co/yaumiMUkDt'"
2019-10-23 21:37:35,b'RT @CP_RealOne: Charm to Paradise and back...in less than 2 hours \xe2\x98\x80\xef\xb8\x8f\xe2\x9c\x88\xef\xb8\x8f\xf0\x9f\x8c\xb4 #My3Favs #CHS #FLL #JetBlue \xf0\x9f\x98\x89 https://t.co/5MuzTZJUr6'
2019-10-23 20:55:00,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family. #JetBlue #Boston #UnitedStates \n\nhttps://t.co/yaumiMCJLV'"
2019-10-23 20:39:57,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 20:21:38,"b'@JetBlue You offered gate check for carry-ons for FREE in the past. Why would charging $5 make people want to do it?! You\xe2\x80\x99re my favorite airline, don\xe2\x80\x99t charge for gate checks! #JetBlue #NoFees #MCO #OIA'"
2019-10-23 20:19:51,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 19:34:40,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 19:29:23,"b'RT @birrlad: A nice looking special scheme of @JetBlue ""Blueprint Livery"" on approach to @JFKairport in blue skies.   \n#avgeek #aviation #J\xe2\x80\xa6'"
2019-10-23 18:55:00,"b'Airline staff commits $785,000 fraud by upgrading tickets of friends and family #JetBlue #Boston #UnitedStates \n\nhttps://t.co/yaumiMCJLV'"
